1443;468;223;118;61;76; 58; 54; 36; 39
25; 23; 18; 10; 13; 15; 16; 29; 21; 29
19; 17; 25; 35; 28; 42; 35; 45; 20; 57
27; 28; 31; 38; 45; 35; 39; 36; 29;104
29; 38; 35; 35; 51; 27; 27; 41; 46; 76
37; 41; 41; 40; 66; 48; 39; 34; 38; 95
33; 50; 61; 42; 78; 44; 26; 41; 48; 82
36; 54; 31; 39; 74; 41; 30; 45; 24; 38
17; 22; 11; 10; 15;  6;  6;  4;  4;  9
 2;  2;  2;  4;  4;  4;  4;  0;  1;  1
 0;  1;  0;  1 
